Transaction UUID,Status,OriginalAmount,OriginalCurrency,MerchantAmount,MerchantCurrency,CustomerAmount,CustomerCurrency,Operation,Reference No,Create Date
3627931-1458734781-216,DECLINED,14.02,EUR,14.02,EUR,47.62,TRY,3DAUTH,10-1458734749-9693-4447375,23/03/2016 12:06
3627913-1458734772-216,APPROVED,93.45,EUR,93.45,EUR,317.41,TRY,3DAUTH,10-1458734748-7276-4276699,23/03/2016 12:06
3627868-1458734747-199,DECLINED,10.86,EUR,10.86,EUR,108.24,NOK,DIRECT,424-1458734742-4789-4666798,23/03/2016 12:05
3627919-1458734774-56,DECLINED,8,EUR,8,EUR,27.18,TRY,3DAUTH,30098984,23/03/2016 12:06
3627910-1458734770-196,APPROVED,9.96,EUR,9.96,EUR,99.27,NOK,3DAUTH,1573-1458734745-7169-4387333,23/03/2016 12:06
3627859-1458734745-199,DECLINED,10.86,EUR,10.86,EUR,108.24,NOK,DIRECT,424-1458734740-5475-4666794,23/03/2016 12:05
3627907-1458734765-107,APPROVED,185.87,EUR,185.87,EUR,631.33,TRY,3DAUTH,578-1458734742-2387-703706,23/03/2016 12:06
3627886-1458734756-203,APPROVED,37.2,EUR,37.2,EUR,126.36,TRY,3DAUTH,1477-1458734734-9971-4666790,23/03/2016 12:05
3627847-1458734724-199,APPROVED,43.46,EUR,43.46,EUR,433.14,NOK,DIRECT,424-1458734723-4623-4516712,23/03/2016 12:05
3627844-1458734718-241,APPROVED,29.99,EUR,29.99,EUR,29.99,EUR,DIRECT,1307-1458734714-5358-4666786,23/03/2016 12:05
3627850-1458734734-101,APPROVED,64.06,EUR,64.06,EUR,217.59,TRY,3DAUTH,99-1458734710-158-4666782,23/03/2016 12:05
3627838-1458734710-56,WAITING,26.59,EUR,26.59,EUR,90.32,TRY,3D,30098974,23/03/2016 12:05
3627835-1458734709-82,DECLINED,38.5,EUR,38.5,EUR,38.5,EUR,DIRECT,312131165,23/03/2016 12:05
3627829-1458734694-224,APPROVED,18.23,EUR,18.23,EUR,2425.24,JPY,DIRECT,12-1458734693-7984-3880573,23/03/2016 12:04
3628120-1458734971-254,APPROVED,3440,TRY,3440,TRY,3440,TRY,3DAUTH,PK-10805,23/03/2016 12:09
3627823-1458734691-200,APPROVED,98.64,EUR,98.64,EUR,983.08,NOK,STORED,59-1458734690-5925-2125023,23/03/2016 12:04
3627820-1458734688-82,DECLINED,16.95,EUR,16.95,EUR,16.95,EUR,DIRECT,312131147,23/03/2016 12:04
3627832-1458734706-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458734672-1784-4666778,23/03/2016 12:05
3627811-1458734671-199,APPROVED,14.35,EUR,14.35,EUR,143.02,NOK,DIRECT,419-1458734671-1235-518412,23/03/2016 12:04
3627796-1458734651-199,APPROVED,22.81,EUR,22.81,EUR,227.34,NOK,DIRECT,419-1458734650-9393-4613181,23/03/2016 12:04
3627808-1458734670-56,DECLINED,16.01,EUR,16.01,EUR,54.38,TRY,3DAUTH,30098954,23/03/2016 12:04
3627799-1458734660-132,APPROVED,80,EUR,80,EUR,778.98,SEK,3DAUTH,1197-1458734645-512-3887215,23/03/2016 12:04
3627784-1458734638-261,APPROVED,21.4,EUR,21.4,EUR,213.28,NOK,DIRECT,32-1458734637-5649-497728,23/03/2016 12:03
3627775-1458734626-203,WAITING,31,EUR,31,EUR,105.3,TRY,3D,1477-1458734626-3682-4666774,23/03/2016 12:03
3627793-1458734651-101,APPROVED,64.06,EUR,64.06,EUR,217.59,TRY,3DAUTH,99-1458734622-8704-4318804,23/03/2016 12:04
3627805-1458734662-203,APPROVED,15.5,EUR,15.5,EUR,52.65,TRY,3DAUTH,1477-1458734616-9655-4666770,23/03/2016 12:04
3627763-1458734616-261,DECLINED,21.4,EUR,21.4,EUR,213.28,NOK,DIRECT,32-1458734615-4505-497728,23/03/2016 12:03
3627757-1458734612-82,DECLINED,1.94,GBP,2.32,EUR,1.94,GBP,DIRECT,312131065,23/03/2016 12:03
3627751-1458734611-260,APPROVED,5,EUR,5,EUR,48.69,SEK,DIRECT,1212-1458734610-7006-4666766,23/03/2016 12:03
3627745-1458734608-187,APPROVED,21.16,EUR,21.16,EUR,210.89,NOK,DIRECT,346-1458734607-4425-3913615,23/03/2016 12:03
3627778-1458734631-216,APPROVED,15.57,EUR,15.57,EUR,52.89,TRY,3DAUTH,10-1458734597-701-4567790,23/03/2016 12:03
3627754-1458734611-216,DECLINED,14.64,EUR,14.64,EUR,49.73,TRY,3DAUTH,10-1458734594-8408-3904339,23/03/2016 12:03
3627760-1458734615-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458734594-076-4666762,23/03/2016 12:03
3627769-1458734622-56,APPROVED,16.01,EUR,16.01,EUR,54.38,TRY,3DAUTH,30098942,23/03/2016 12:03
3627721-1458734589-238,APPROVED,1.37,EUR,1.37,EUR,2.12,CAD,DIRECT,1191-1458734589-3263-4666758,23/03/2016 12:03
3627730-1458734593-145,DECLINED,27.34,EUR,27.34,EUR,42.28,CAD,3DAUTH,73-1458734585-7606-3957595,23/03/2016 12:03
3627802-1458734661-216,DECLINED,15.57,EUR,15.57,EUR,52.89,TRY,3DAUTH,10-1458734584-2508-4592117,23/03/2016 12:04
3627712-1458734575-261,APPROVED,21.4,EUR,21.4,EUR,212.73,NOK,DIRECT,32-1458734575-0542-166855,23/03/2016 12:02
3627709-1458734568-82,DECLINED,11.95,GBP,14.3,EUR,11.95,GBP,DIRECT,312131035,23/03/2016 12:02
3627706-1458734566-119,APPROVED,25,EUR,25,EUR,248.51,NOK,DIRECT,5-1458734566-3915-622511,23/03/2016 12:02
3627742-1458734606-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458734558-4219-4666754,23/03/2016 12:03
3627700-1458734554-199,APPROVED,1006.92,EUR,1006.92,EUR,10009.11,NOK,DIRECT,424-1458734554-2918-1412838,23/03/2016 12:02
3627694-1458734545-199,DECLINED,10.86,EUR,10.86,EUR,107.96,NOK,DIRECT,419-1458734545-3117-528536,23/03/2016 12:02
3627748-1458734609-216,APPROVED,31.15,EUR,31.15,EUR,105.8,TRY,3DAUTH,10-1458734541-1743-4601135,23/03/2016 12:03
3627688-1458734538-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155897942,23/03/2016 12:02
3627685-1458734536-241,DECLINED,21.54,EUR,21.54,EUR,17.93,GBP,DIRECT,1600-1458734531-6551-4666750,23/03/2016 12:02
3627697-1458734552-216,DECLINED,17.13,EUR,17.13,EUR,58.19,TRY,3DAUTH,10-1458734524-675-329878,23/03/2016 12:02
3627673-1458734510-241,APPROVED,29.99,EUR,29.99,EUR,24.96,GBP,DIRECT,1307-1458734506-6134-4666746,23/03/2016 12:01
3627667-1458734504-199,APPROVED,10.86,EUR,10.86,EUR,107.96,NOK,DIRECT,419-1458734504-1812-1828323,23/03/2016 12:01
3627664-1458734503-125,DECLINED,10,EUR,10,EUR,99.41,NOK,DIRECT,133-1458734503-4019-201134,23/03/2016 12:01
3627682-1458734529-101,APPROVED,57.66,EUR,57.66,EUR,195.85,TRY,3DAUTH,99-1458734492-4334-4460020,23/03/2016 12:02
3627655-1458734486-200,APPROVED,98.64,EUR,98.64,EUR,980.52,NOK,STORED,59-1458734485-6251-2125023,23/03/2016 12:01
3627652-1458734485-216,WAITING,10.9,EUR,10.9,EUR,37.03,TRY,3D,10-1458734484-9118-9521,23/03/2016 12:01
3627649-1458734485-224,APPROVED,91.19,EUR,91.19,EUR,12107.94,JPY,DIRECT,12-1458734484-7313-4503035,23/03/2016 12:01
3627646-1458734480-199,DECLINED,54.32,EUR,54.32,EUR,539.96,NOK,DIRECT,424-1458734478-1835-1010872,23/03/2016 12:01
3627643-1458734474-199,DECLINED,97.78,EUR,97.78,EUR,971.97,NOK,DIRECT,419-1458734473-4764-2580741,23/03/2016 12:01
3627658-1458734486-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,101-1458734467-6066-568317,23/03/2016 12:01
3627637-1458734467-212,APPROVED,20,EUR,20,EUR,16.65,GBP,3DAUTH,888-1458734453-6696-4666742,23/03/2016 12:01
3627670-1458734505-216,DECLINED,12.46,EUR,12.46,EUR,42.32,TRY,3DAUTH,10-1458734452-142-3261422,23/03/2016 12:01
3627625-1458734450-171,APPROVED,50,EUR,50,EUR,497.02,NOK,DIRECT,34-1458734449-8062-60580,23/03/2016 12:00
3627622-1458734449-199,APPROVED,10.86,EUR,10.86,EUR,107.96,NOK,DIRECT,419-1458734449-1484-1065079,23/03/2016 12:00
3627619-1458734441-224,APPROVED,27.36,EUR,27.36,EUR,3632.78,JPY,DIRECT,12-1458734440-7042-3724130,23/03/2016 12:00
3627613-1458734434-224,DECLINED,182.39,EUR,182.39,EUR,24217.21,JPY,DIRECT,12-1458734433-8812-4503035,23/03/2016 12:00
3627610-1458734434-238,APPROVED,1.37,EUR,1.37,EUR,2.13,CAD,DIRECT,1191-1458734433-846-4666738,23/03/2016 12:00
3627607-1458734434-125,DECLINED,10,EUR,10,EUR,99.41,NOK,DIRECT,133-1458734433-8553-201134,23/03/2016 12:00
3627604-1458734434-98,APPROVED,1,EUR,1,EUR,1,EUR,DIRECT,1399-1458734428-4932-4666734,23/03/2016 12:00
3627601-1458734431-224,APPROVED,21.64,EUR,21.64,EUR,215.11,NOK,DIRECT,12-1458734430-8152-801194,23/03/2016 12:00
3627595-1458734427-199,DECLINED,97.78,EUR,97.78,EUR,971.97,NOK,DIRECT,419-1458734427-1069-2580741,23/03/2016 12:00
3627631-1458734454-101,DECLINED,60.86,EUR,60.86,EUR,206.71,TRY,3DAUTH,99-1458734426-9475-4460020,23/03/2016 12:00
3627616-1458734439-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,101-1458734414-7473-909431,23/03/2016 12:00
3627586-1458734417-125,DECLINED,20,EUR,20,EUR,198.81,NOK,DIRECT,133-1458734417-1556-201134,23/03/2016 12:00
3627817-1458734680-63,DECLINED,200,TRY,200,TRY,200,TRY,3DAUTH,DP1069367,23/03/2016 12:04
3627574-1458734403-199,APPROVED,65.18,EUR,65.18,EUR,647.91,NOK,DIRECT,424-1458734402-1377-498502,23/03/2016 12:00
3627571-1458734400-125,DECLINED,40,EUR,40,EUR,398.03,NOK,DIRECT,133-1458734399-9356-201134,23/03/2016 12:00
3627676-1458734523-289,APPROVED,300,TRY,300,TRY,300,TRY,3DAUTH,155897602,23/03/2016 12:02
3627580-1458734413-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,13-1458734394-6955-3591428,23/03/2016 12:00
3627562-1458734389-224,APPROVED,75.76,EUR,75.76,EUR,753.86,NOK,DIRECT,12-1458734388-7342-4589981,23/03/2016 11:59
3627559-1458734381-200,DECLINED,219.2,EUR,219.2,EUR,2181.17,NOK,STORED,59-1458734381-3478-4665662,23/03/2016 11:59
3627598-1458734429-154,APPROVED,31.76,EUR,31.76,EUR,316.03,NOK,3DAUTH,1161-1458734376-6984-4412899,23/03/2016 12:00
3627553-1458734375-98,DECLINED,1,EUR,1,EUR,1,EUR,DIRECT,1399-1458734370-386-4666726,23/03/2016 11:59
3627550-1458734373-224,DECLINED,27.36,EUR,27.36,EUR,3639.86,JPY,DIRECT,12-1458734373-0269-3724130,23/03/2016 11:59
3627577-1458734409-203,DECLINED,15.5,EUR,15.5,EUR,52.65,TRY,3DAUTH,1477-1458734372-6176-4666730,23/03/2016 12:00
3627541-1458734367-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155897462,23/03/2016 11:59
3627535-1458734355-224,APPROVED,18.23,EUR,18.23,EUR,2425.24,JPY,DIRECT,12-1458734354-7567-3880573,23/03/2016 11:59
3627529-1458734341-119,DECLINED,50,EUR,50,EUR,50,EUR,DIRECT,5-1458734340-9071-546026,23/03/2016 11:59
3627538-1458734367-119,APPROVED,100,EUR,100,EUR,100,EUR,3DAUTH,91-1458734334-035-4314673,23/03/2016 11:59
3627520-1458734332-98,APPROVED,1,EUR,1,EUR,1,EUR,DIRECT,1399-1458734327-4202-4666722,23/03/2016 11:58
3627517-1458734331-224,APPROVED,32.47,EUR,32.47,EUR,323.1,NOK,DIRECT,12-1458734331-07-197761,23/03/2016 11:58
3627514-1458734326-119,DECLINED,25,EUR,25,EUR,25,EUR,DIRECT,5-1458734326-2694-1484,23/03/2016 11:58
3627511-1458734321-119,APPROVED,50,EUR,50,EUR,497.53,NOK,DIRECT,5-1458734321-1695-1146122,23/03/2016 11:58
3627532-1458734351-56,APPROVED,11.21,EUR,11.21,EUR,38.08,TRY,3DAUTH,30098893,23/03/2016 11:59
3627505-1458734308-187,APPROVED,264.47,EUR,264.47,EUR,2631.63,NOK,DIRECT,346-1458734308-1379-1273137,23/03/2016 11:58
3627523-1458734334-56,APPROVED,25.62,EUR,25.62,EUR,87.03,TRY,3DAUTH,30098891,23/03/2016 11:58
3627496-1458734300-200,APPROVED,109.59,EUR,109.59,EUR,1090.49,NOK,STORED,59-1458734299-7689-2125023,23/03/2016 11:58
3627490-1458734296-224,APPROVED,32.47,EUR,32.47,EUR,323.1,NOK,DIRECT,12-1458734295-9383-73388,23/03/2016 11:58
3627544-1458734371-216,APPROVED,14.01,EUR,14.01,EUR,47.59,TRY,3DAUTH,10-1458734289-499-4620603,23/03/2016 11:59
3627499-1458734302-179,APPROVED,31.13,EUR,31.13,EUR,105.74,TRY,3DAUTH,572-1458734259-7439-4224289,23/03/2016 11:58
3627460-1458734253-199,APPROVED,21.73,EUR,21.73,EUR,216.23,NOK,DIRECT,424-1458734252-5991-1127105,23/03/2016 11:57
3627484-1458734289-56,APPROVED,8,EUR,8,EUR,27.18,TRY,3DAUTH,30098879,23/03/2016 11:58
3627463-1458734256-216,DECLINED,14.63,EUR,14.63,EUR,49.7,TRY,3DAUTH,10-1458734245-1916-3904339,23/03/2016 11:57
3627472-1458734260-56,DECLINED,11.21,EUR,11.21,EUR,38.08,TRY,3DAUTH,30098873,23/03/2016 11:57
3627442-1458734241-224,APPROVED,21.64,EUR,21.64,EUR,215.33,NOK,DIRECT,12-1458734241-4074-801194,23/03/2016 11:57
3627439-1458734240-56,WAITING,26.91,EUR,26.91,EUR,91.41,TRY,3D,30098872,23/03/2016 11:57
3627475-1458734262-126,APPROVED,20.5,EUR,20.5,EUR,203.99,NOK,3DAUTH,47-1458734237-9425-4553375,23/03/2016 11:57
3627466-1458734257-216,APPROVED,155.65,EUR,155.65,EUR,528.68,TRY,3DAUTH,10-1458734232-4346-273353,23/03/2016 11:57
3627727-1458734592-96,APPROVED,10120,TRY,10120,TRY,10120,TRY,3DAUTH,WC-10590,23/03/2016 12:03
3627982-1458734823-289,WAITING,1000,TRY,1000,TRY,1000,TRY,3DAUTH,155897172,23/03/2016 12:07
3627478-1458734263-203,DECLINED,16.12,EUR,16.12,EUR,54.76,TRY,3DAUTH,1477-1458734223-6027-4666718,23/03/2016 11:57
3627493-1458734297-56,DECLINED,16.01,EUR,16.01,EUR,54.38,TRY,3DAUTH,30098862,23/03/2016 11:58
3627433-1458734235-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458734210-4952-4666714,23/03/2016 11:57
3627451-1458734251-107,APPROVED,10.84,EUR,10.84,EUR,36.83,TRY,3DAUTH,578-1458734205-2227-1568595,23/03/2016 11:57
3627403-1458734193-119,APPROVED,100,EUR,100,EUR,995.06,NOK,DIRECT,5-1458734192-7836-220941,23/03/2016 11:56
3627391-1458734181-200,DECLINED,219.2,EUR,219.2,EUR,2181.17,NOK,STORED,59-1458734181-3196-4665662,23/03/2016 11:56
3627481-1458734274-216,DECLINED,15.57,EUR,15.57,EUR,52.9,TRY,3DAUTH,10-1458734170-5418-4592117,23/03/2016 11:57
3627373-1458734164-126,APPROVED,15.38,EUR,15.38,EUR,153.04,NOK,DIRECT,48-1458734164-0482-532281,23/03/2016 11:56
3627400-1458734190-216,APPROVED,23.35,EUR,23.35,EUR,79.32,TRY,3DAUTH,10-1458734159-0497-1276374,23/03/2016 11:56
3627382-1458734175-216,APPROVED,155.65,EUR,155.65,EUR,528.75,TRY,3DAUTH,10-1458734155-6338-50775,23/03/2016 11:56
3627397-1458734189-203,APPROVED,15.5,EUR,15.5,EUR,1238.76,RUB,3DAUTH,1477-1458734154-5639-4666710,23/03/2016 11:56
3627388-1458734179-216,APPROVED,35.8,EUR,35.8,EUR,121.62,TRY,3DAUTH,10-1458734146-5648-2193982,23/03/2016 11:56
3627394-1458734183-56,APPROVED,32.03,EUR,32.03,EUR,108.81,TRY,3DAUTH,30098846,23/03/2016 11:56
3627364-1458734155-56,APPROVED,72.07,EUR,72.07,EUR,244.83,TRY,3DAUTH,30098847,23/03/2016 11:55
3627349-1458734133-224,APPROVED,37.38,EUR,37.38,EUR,4972.87,JPY,DIRECT,12-1458734132-7229-1647462,23/03/2016 11:55
3627406-1458734205-172,DECLINED,130.2,EUR,130.2,EUR,1295.57,NOK,3DAUTH,35-1458734127-8039-25709,23/03/2016 11:56
3627427-1458734231-289,APPROVED,2000,TRY,2000,TRY,2000,TRY,3DAUTH,155896972,23/03/2016 11:57
3627340-1458734109-101,APPROVED,96.1,EUR,96.1,EUR,326.46,TRY,3DAUTH,99-1458734084-2462-4631151,23/03/2016 11:55
3627325-1458734071-238,DECLINED,1.37,EUR,1.37,EUR,2.12,CAD,DIRECT,1191-1458734070-8744-4666706,23/03/2016 11:54
3627322-1458734071-289,WAITING,5000,TRY,5000,TRY,5000,TRY,3D,155896932,23/03/2016 11:54
3627334-1458734088-216,APPROVED,12.45,EUR,12.45,EUR,42.3,TRY,3DAUTH,10-1458734067-0839-4664930,23/03/2016 11:54
3627337-1458734103-289,WAITING,300,TRY,300,TRY,300,TRY,3DAUTH,155896922,23/03/2016 11:55
3627331-1458734087-56,APPROVED,32.03,EUR,32.03,EUR,108.81,TRY,3DAUTH,30098821,23/03/2016 11:54
3627310-1458734054-187,DECLINED,10.58,EUR,10.58,EUR,105.28,NOK,DIRECT,346-1458734053-6971-641192,23/03/2016 11:54
3627304-1458734050-224,APPROVED,21.64,EUR,21.64,EUR,215.33,NOK,DIRECT,12-1458734049-9452-801194,23/03/2016 11:54
3627298-1458734043-145,APPROVED,63.64,EUR,63.64,EUR,633.26,NOK,DIRECT,73-1458734043-0428-116312,23/03/2016 11:54
3627457-1458734252-289,APPROVED,1500,TRY,1500,TRY,1500,TRY,3DAUTH,155896852,23/03/2016 11:57
3627286-1458734037-238,DECLINED,2.12,EUR,2.12,EUR,21.1,NOK,DIRECT,1191-1458734036-4556-4666702,23/03/2016 11:53
3627301-1458734046-145,DECLINED,20.47,EUR,20.47,EUR,31.61,CAD,3DAUTH,73-1458734036-2433-3957595,23/03/2016 11:54
3627277-1458734034-289,WAITING,1000,TRY,1000,TRY,1000,TRY,3D,155896832,23/03/2016 11:53
3627292-1458734042-203,APPROVED,31,EUR,31,EUR,105.31,TRY,3DAUTH,1477-1458734024-4496-4666698,23/03/2016 11:54
3627271-1458734022-289,WAITING,400,TRY,400,TRY,400,TRY,3D,155896782,23/03/2016 11:53
3627280-1458734035-145,DECLINED,10.24,EUR,10.24,EUR,15.82,CAD,3DAUTH,73-1458734019-6758-4666674,23/03/2016 11:53
3627295-1458734042-203,DECLINED,17.05,EUR,17.05,EUR,57.92,TRY,3DAUTH,764-1458734015-7362-4226989,23/03/2016 11:54
3627262-1458734014-238,APPROVED,1.36,EUR,1.36,EUR,2.11,AUD,DIRECT,1191-1458734013-6959-4666694,23/03/2016 11:53
3627307-1458734051-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,101-1458734008-9353-4493354,23/03/2016 11:54
3627256-1458734009-119,APPROVED,25,EUR,25,EUR,248.77,NOK,DIRECT,5-1458734008-6003-8222,23/03/2016 11:53
3627250-1458734006-289,WAITING,1000,TRY,1000,TRY,1000,TRY,3D,155896772,23/03/2016 11:53
3627247-1458734004-224,APPROVED,27.36,EUR,27.36,EUR,3639.86,JPY,DIRECT,12-1458734004-3363-3724130,23/03/2016 11:53
3627385-1458734177-289,APPROVED,500,TRY,500,TRY,500,TRY,3DAUTH,155896742,23/03/2016 11:56
3627241-1458733998-119,APPROVED,50,EUR,50,EUR,497.53,NOK,DIRECT,5-1458733997-7467-127460,23/03/2016 11:53
3627235-1458733977-199,APPROVED,65.18,EUR,65.18,EUR,648.58,NOK,DIRECT,424-1458733976-7489-4516712,23/03/2016 11:52
3627379-1458734171-289,APPROVED,300,TRY,300,TRY,300,TRY,3DAUTH,155896662,23/03/2016 11:56
3627229-1458733972-145,DECLINED,10.24,EUR,10.24,EUR,15.82,CAD,DIRECT,73-1458733972-0893-4666674,23/03/2016 11:52
3627238-1458733997-216,APPROVED,15.57,EUR,15.57,EUR,52.9,TRY,3DAUTH,10-1458733971-0963-4601180,23/03/2016 11:53
3627223-1458733964-187,APPROVED,21.16,EUR,21.16,EUR,210.56,NOK,DIRECT,346-1458733963-4875-662216,23/03/2016 11:52
3627220-1458733956-224,APPROVED,32.47,EUR,32.47,EUR,323.1,NOK,DIRECT,12-1458733955-367-79142,23/03/2016 11:52
3627205-1458733922-224,APPROVED,16.41,EUR,16.41,EUR,2183.12,JPY,DIRECT,12-1458733921-6298-3447137,23/03/2016 11:52
3627211-1458733942-216,APPROVED,12.45,EUR,12.45,EUR,42.3,TRY,3DAUTH,10-1458733919-8707-51829,23/03/2016 11:52
3627199-1458733918-200,APPROVED,54.8,EUR,54.8,EUR,545.3,NOK,STORED,59-1458733917-6984-3663083,23/03/2016 11:51
3627196-1458733914-145,APPROVED,31.82,EUR,31.82,EUR,316.63,NOK,DIRECT,73-1458733914-2907-4465870,23/03/2016 11:51
3627217-1458733943-136,APPROVED,31,EUR,31,EUR,105.31,TRY,3DAUTH,595-1458733913-6198-4666690,23/03/2016 11:52
3627184-1458733900-199,APPROVED,10.86,EUR,10.86,EUR,108.07,NOK,DIRECT,420-1458733900-3512-649364,23/03/2016 11:51
3627181-1458733898-224,APPROVED,32.47,EUR,32.47,EUR,323.1,NOK,DIRECT,12-1458733898-0288-914408,23/03/2016 11:51
3627193-1458733914-264,APPROVED,15,TRY,4.67,EUR,15.83,TRY,3DAUTH,49586995,23/03/2016 11:51
3627175-1458733893-224,APPROVED,64.94,EUR,64.94,EUR,646.19,NOK,DIRECT,12-1458733892-66-73388,23/03/2016 11:51
3627169-1458733878-224,APPROVED,129.88,EUR,129.88,EUR,1292.38,NOK,DIRECT,12-1458733878-1844-4589981,23/03/2016 11:51
3627160-1458733867-216,WAITING,14.01,EUR,14.01,EUR,47.6,TRY,3D,10-1458733867-0541-4620603,23/03/2016 11:51
3627172-1458733888-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458733864-4474-4666686,23/03/2016 11:51
3627154-1458733856-264,ERROR,40,TRY,12.45,EUR,995.6,RUB,3D,49586807,23/03/2016 11:50
3627166-1458733875-119,APPROVED,25,EUR,25,EUR,248.87,NOK,3DAUTH,20-1458733849-6817-2618646,23/03/2016 11:51
3627142-1458733839-224,DECLINED,18.23,EUR,18.23,EUR,2425.28,JPY,DIRECT,12-1458733838-8828-3447137,23/03/2016 11:50
3627139-1458733838-119,APPROVED,25,EUR,25,EUR,25,EUR,DIRECT,5-1458733838-1949-1484,23/03/2016 11:50
3627781-1458734635-63,APPROVED,200,TRY,200,TRY,200,TRY,3DAUTH,DP1069347,23/03/2016 12:03
3627130-1458733836-224,APPROVED,31.92,EUR,31.92,EUR,4246.57,JPY,DIRECT,12-1458733836-0949-2946494,23/03/2016 11:50
3627127-1458733836-199,DECLINED,10.86,EUR,10.86,EUR,108.11,NOK,DIRECT,419-1458733835-7509-1344309,23/03/2016 11:50
3627253-1458734007-216,APPROVED,10.9,EUR,10.9,EUR,37.03,TRY,3DAUTH,10-1458733829-888-4204492,23/03/2016 11:53
3627118-1458733829-199,APPROVED,54.32,EUR,54.32,EUR,540.74,NOK,DIRECT,424-1458733829-15-1708575,23/03/2016 11:50
3627187-1458733908-289,APPROVED,390,TRY,390,TRY,390,TRY,3DAUTH,155896332,23/03/2016 11:51
3627163-1458733869-56,DECLINED,17.61,EUR,17.61,EUR,59.82,TRY,3DAUTH,30098758,23/03/2016 11:51
3627106-1458733806-199,APPROVED,20.64,EUR,20.64,EUR,205.47,NOK,DIRECT,420-1458733805-8035-3897148,23/03/2016 11:50
3627103-1458733802-200,APPROVED,32.88,EUR,32.88,EUR,327.31,NOK,STORED,59-1458733802-5637-57953,23/03/2016 11:50
3627124-1458733833-119,APPROVED,50,EUR,50,EUR,50,EUR,3DAUTH,101-1458733800-861-568317,23/03/2016 11:50
3627094-1458733797-224,APPROVED,136.79,EUR,136.79,EUR,18198.22,JPY,DIRECT,12-1458733797-0408-3427097,23/03/2016 11:49
3627112-1458733818-264,DECLINED,50,TRY,15.55,EUR,52.75,TRY,3DAUTH,49586789,23/03/2016 11:50
3627088-1458733792-145,APPROVED,127.29,EUR,127.29,EUR,1267.12,NOK,DIRECT,73-1458733791-2211-3083255,23/03/2016 11:49
3627085-1458733784-200,APPROVED,21.91,EUR,21.91,EUR,218.11,NOK,STORED,59-1458733784-078-4091593,23/03/2016 11:49
3627151-1458733851-216,APPROVED,23.35,EUR,23.35,EUR,79.31,TRY,3DAUTH,10-1458733780-8616-4011652,23/03/2016 11:50
3627145-1458733845-102,APPROVED,10.85,EUR,10.85,EUR,36.86,TRY,3DAUTH,743-1458733776-7431-4474565,23/03/2016 11:50
3627097-1458733798-264,DECLINED,20,TRY,6.22,EUR,21.1,TRY,3DAUTH,49586597,23/03/2016 11:49
3627073-1458733768-56,WAITING,17.61,EUR,17.61,EUR,59.82,TRY,3D,30098746,23/03/2016 11:49
3627070-1458733761-107,WAITING,30.98,EUR,30.98,EUR,105.23,TRY,3D,578-1458733760-9146-692561,23/03/2016 11:49
3627064-1458733756-126,DECLINED,20.5,EUR,20.5,EUR,204.07,NOK,3D,47-1458733755-8393-4666678,23/03/2016 11:49
3627061-1458733752-98,DECLINED,1,EUR,1,EUR,1,EUR,DIRECT,1399-1458733747-7353-4666682,23/03/2016 11:49
3627058-1458733744-145,DECLINED,20.47,EUR,20.47,EUR,31.61,CAD,3DAUTH,73-1458733733-0956-3957595,23/03/2016 11:49
3627052-1458733730-119,APPROVED,50,EUR,50,EUR,497.73,NOK,DIRECT,7-1458733730-2942-1714044,23/03/2016 11:48
3627049-1458733726-101,APPROVED,8,EUR,8,EUR,27.18,TRY,3DAUTH,99-1458733694-0537-4406632,23/03/2016 11:48
3627046-1458733718-216,APPROVED,10.9,EUR,10.9,EUR,37.03,TRY,3DAUTH,10-1458733676-8962-16637,23/03/2016 11:48
3627037-1458733667-289,WAITING,400,TRY,400,TRY,400,TRY,3D,155895982,23/03/2016 11:47
3627028-1458733646-126,DECLINED,30.75,EUR,30.75,EUR,306.47,NOK,3D,47-1458733645-4548-4666678,23/03/2016 11:47
3627025-1458733644-199,APPROVED,19.56,EUR,19.56,EUR,194.95,NOK,DIRECT,419-1458733644-2371-1374777,23/03/2016 11:47
3627016-1458733633-56,WAITING,16.01,EUR,16.01,EUR,54.39,TRY,3D,30098711,23/03/2016 11:47
3627067-1458733757-145,DECLINED,17.06,EUR,17.06,EUR,26.34,CAD,3DAUTH,73-1458733617-0568-4666674,23/03/2016 11:49
3627004-1458733616-224,DECLINED,45.6,EUR,45.6,EUR,6066.42,JPY,DIRECT,12-1458733615-158-4195486,23/03/2016 11:46
3627007-1458733617-145,DECLINED,20.47,EUR,20.47,EUR,31.6,CAD,3DAUTH,73-1458733607-4265-3957595,23/03/2016 11:46
3626995-1458733599-199,APPROVED,21.73,EUR,21.73,EUR,216.57,NOK,DIRECT,420-1458733599-4568-2636112,23/03/2016 11:46
